borough,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,year
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5694,36,NA,B2,825 CARLTON BOULEVARD,NA,10312,2,0,2,5304,2779,2022,1,B2,0,45765,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5694,159,NA,B2,24A DETROIT AVENUE,NA,10312,2,0,2,3650,1600,1993,1,B2,0,45628,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5699,31,NA,B2,550 DRUMGOOLE ROAD EAST,NA,10312,2,0,2,4000,2497,2025,1,B2,0,45849,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5699,53,NA,B2,59 IONIA AVENUE,NA,10312,2,0,2,4000,2374,1970,1,B2,0,45621,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5702,19,NA,B2,502 DRUMGOOLE ROAD EAST,NA,10312,2,0,2,3700,1900,1998,1,B2,1085000,45778,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5711,36,NA,B2,82 STAFFORD AVENUE,NA,10312,2,0,2,4000,2200,1998,1,B2,1155000,45684,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5711,38,NA,B2,78 STAFFORD AVENUE,NA,10312,2,0,2,4000,2200,1998,1,B2,1250000,45840,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5711,75,NA,B2,N/A SINCLAIR AVENUE,NA,10312,2,0,2,5000,2866,2024,1,B2,1313543,45636,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5711,76,NA,B2,N/A SINCLAIR AVENUE,NA,10312,2,0,2,5000,2866,2024,1,B2,1507010,45714,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5714,35,NA,B2,7 SINCLAIR AVENUE,NA,10312,2,0,2,11720,2300,1970,1,B2,0,45730,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5716,50,NA,B2,109 VINELAND AVENUE,NA,10312,2,0,2,4800,2640,1999,1,B2,400000,45820,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5717,26,NA,B1,576 WOODROW ROAD,NA,10312,2,0,2,6113,3136,2014,1,B1,0,45741,2025
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5718,103,NA,B9,479 CARLTON BOULEVARD,NA,10312,2,0,2,2125,1350,2003,1,B9,0,45765,2025
5,ELTINGVILLE,04 TAX CLASS 1 CONDOS,1A,5590,1006,NA,R3,"14-B VILLAGE LANE, 3B",3B,10312,1,NA,1,NA,NA,1985,1,R3,540000,45882,2025
5,ELTINGVILLE,04 TAX CLASS 1 CONDOS,1A,5590,1029,NA,R3,"51 VILLAGE LANE, 15A",15A,10312,1,NA,1,NA,NA,1985,1,R3,525000,45894,2025
5,ELTINGVILLE,04 TAX CLASS 1 CONDOS,1A,5590,1034,NA,R3,"47B VILLAGE LANE, 17B",17B,10312,1,NA,1,NA,NA,1985,1,R3,445000,45791,2025
5,ELTINGVILLE,05 TAX CLASS 1 VACANT LAND,1B,5386,72,NA,V0,N/A HYLAN BOULEVARD,NA,10312,0,0,0,1520,0,NA,1,V0,0,45791,2025
5,ELTINGVILLE,05 TAX CLASS 1 VACANT LAND,1B,5599,64,NA,V0,N/A SERRELL AVENUE,NA,10312,0,0,0,2000,0,NA,1,V0,1200000,45847,2025
5,ELTINGVILLE,05 TAX CLASS 1 VACANT LAND,1B,5599,200,NA,V0,N/A LAMOKA AVENUE,NA,10312,0,0,0,1000,0,NA,1,V0,0,45645,2025
5,ELTINGVILLE,05 TAX CLASS 1 VACANT LAND,1B,5643,151,NA,V0,N/A PERKIOMEN AVENUE,NA,10312,0,0,0,2500,0,NA,1,V0,500000,45622,2025
5,ELTINGVILLE,07 RENTALS - WALKUP APARTMENTS,2B,5609,6,NA,C1,651 LEVERETT AVENUE,NA,10312,10,0,10,10000,5440,1975,2,C1,2175000,45797,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,829,13,NA,A3,204 DOUGLAS ROAD,NA,10304,1,0,1,12155,3505,1930,1,A3,0,45720,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,829,13,NA,A3,204 DOUGLAS ROAD,NA,10304,1,0,1,12155,3505,1930,1,A3,0,45786,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,829,35,NA,A1,220 DOUGLAS ROAD,NA,10304,1,0,1,13925,3110,1970,1,A1,1600000,45877,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,829,40,NA,A3,224 DOUGLAS ROAD,NA,10304,1,0,1,12640,4300,2000,1,A3,850000,45833,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,830,35,NA,A3,221 DOUGLAS ROAD,NA,10304,1,0,1,18803,7400,2016,1,A3,3800000,45891,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,832,40,NA,A1,15 DOUGLAS ROAD,NA,10304,1,0,1,17730,2400,1899,1,A1,1400000,45812,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,832,216,NA,A2,37 DOUGLAS ROAD,NA,10304,1,0,1,20056,1920,1965,1,A2,1250000,45672,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,833,17,NA,A1,44 DOUGLAS ROAD,NA,10304,1,0,1,11200,2002,1965,1,A1,1180000,45867,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,14,NA,A5,91 HEWITT AVENUE,NA,10301,1,0,1,2880,1472,1975,1,A5,789900,45674,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,17,NA,A5,85 HEWITT AVENUE,NA,10301,1,0,1,2880,1272,1975,1,A5,825000,45789,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,89,NA,A3,55 NICOLE LOOP,NA,10301,1,0,1,6734,2800,1997,1,A3,1520000,45614,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,119,NA,A1,30 NICOLE LOOP,NA,10301,1,0,1,4785,2600,1997,1,A1,0,45698,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,138,NA,A1,80 NICOLE LOOP,NA,10301,1,0,1,5361,2800,1997,1,A1,10,45799,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,140,NA,A3,86 MICHAEL LOOP,NA,10304,1,0,1,3990,3800,1998,1,A3,0,45614,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,166,NA,A1,42 MICHAEL LOOP,NA,10304,1,0,1,7179,2800,2001,1,A1,1450000,45750,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,836,198,NA,A3,65 MICHAEL LOOP,NA,10304,1,0,1,5383,2432,1999,1,A3,0,45644,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,837,53,NA,A5,60 HEWITT AVENUE,NA,10301,1,0,1,2342,1290,1975,1,A5,0,45665,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,837,273,NA,A2,30 MILDEN AVENUE,NA,10301,1,0,1,6500,1452,1955,1,A2,975000,45656,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,837,354,NA,A2,27 WITTEMAN PLACE,NA,10301,1,0,1,7000,1440,1960,1,A2,650000,45657,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,837,382,NA,A3,754 OCEAN TERRACE,NA,10314,1,0,1,8190,2814,1960,1,A3,0,45734,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,838,46,NA,A2,86 LONGFELLOW AVENUE,NA,10301,1,0,1,10000,2460,1965,1,A2,1350000,45573,2025
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,838,374,NA,A3,200 COVERLY AVENUE,NA,10301,1,0,1,10933,3801,1985,1,A3,1750000,45791,2025
5,EMERSON HILL,02 TWO FAMILY DWELLINGS,1,836,56,NA,B2,5 HEWITT AVENUE,NA,10301,2,0,2,4252,2830,1975,1,B2,965500,45870,2025
5,EMERSON HILL,02 TWO FAMILY DWELLINGS,1,837,73,NA,B2,90 HEWITT AVENUE,NA,10301,2,0,2,5735,1784,1975,1,B2,0,45700,2025
5,EMERSON HILL,02 TWO FAMILY DWELLINGS,1,837,74,NA,B2,5 ENDOR AVENUE,NA,10301,2,0,2,4100,2884,1975,1,B2,825000,45673,2025
5,EMERSON HILL,02 TWO FAMILY DWELLINGS,1,837,140,NA,B2,60 ENDOR AVENUE,NA,10301,2,0,2,4968,2440,1970,1,B2,0,45611,2025
5,EMERSON HILL,02 TWO FAMILY DWELLINGS,1,837,151,NA,B2,48 ENDOR AVENUE,NA,10301,2,0,2,4646,2440,1970,1,B2,0,45845,2025
5,EMERSON HILL,02 TWO FAMILY DWELLINGS,1,837,158,NA,B2,32 ENDOR AVENUE,NA,10301,2,0,2,4600,2440,1976,1,B2,0,45807,2025
5,EMERSON HILL,05 TAX CLASS 1 VACANT LAND,1B,828,110,NA,V0,N/A EMERSON DRIVE,NA,10304,0,0,0,23150,0,NA,1,V0,100000,45903,2025
5,EMERSON HILL,05 TAX CLASS 1 VACANT LAND,1B,828,116,NA,V0,N/A EMERSON DRIVE,NA,10304,0,0,0,23263,0,NA,1,V0,100000,45903,2025
5,EMERSON HILL,05 TAX CLASS 1 VACANT LAND,1B,829,30,NA,V0,N/A DOUGLAS ROAD,NA,10301,0,0,0,10235,0,NA,1,V0,1600000,45877,2025
5,EMERSON HILL,05 TAX CLASS 1 VACANT LAND,1B,832,105,NA,V0,N/A DOUGLAS COURT,NA,10304,0,0,0,20828,0,NA,1,V0,505000,45820,2025
5,FRESH KILLS,22 STORE BUILDINGS,4,5900,120,NA,K1,1281 ARTHUR KILL ROAD,NA,10312,0,9,9,36800,22106,2007,4,K1,7100000,45638,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,883,74,NA,A1,36 FLAGG PLACE,NA,10304,1,0,1,4551,1800,1935,1,A1,898888,45838,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,895,38,NA,A3,254 FLAGG PLACE,NA,10304,1,0,1,9200,3360,1980,1,A3,1800000,45789,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,897,117,NA,A1,308 FLAGG PLACE,NA,10304,1,0,1,11115,2112,1970,1,A1,0,45728,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,899,62,NA,A3,1233 TODT HILL ROAD,NA,10304,1,0,1,8364,5080,1944,1,A3,975000,45813,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3343,97,NA,A5,147 LIBERTY AVENUE,NA,10305,1,0,1,2700,1540,1999,1,A5,0,45831,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3530,21,NA,A6,20 LIBERTY AVENUE,NA,10304,1,0,1,3095,220,1950,1,A6,860000,45693,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3530,95,NA,A5,690 NORTH RAILROAD AVE,NA,10304,1,0,1,2902,1280,1980,1,A5,262500,45617,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3530,97,NA,A5,688 NORTH RAILROAD AVE,NA,10304,1,0,1,2902,1280,1980,1,A5,0,45895,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3530,124,NA,A1,71 BUEL AVENUE,NA,10304,1,0,1,4799,1904,1950,1,A1,0,45737,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3530,131,NA,A1,130 JEFFERSON STREET,NA,10304,1,0,1,4000,1296,1950,1,A1,550000,45637,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3531,111,NA,A5,73 DONGAN HILLS AVENUE,NA,10306,1,0,1,2000,1176,1980,1,A5,600000,45649,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3535,69,NA,A2,73 STOBE AVENUE,NA,10306,1,0,1,2387,544,1955,1,A2,400000,45770,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3536,8,NA,A5,13 ZOE STREET,NA,10305,1,0,1,1955,1520,1960,1,A5,570000,45672,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3536,167,NA,A2,14 ZOE STREET,NA,10305,1,0,1,4244,880,1955,1,A2,700000,45638,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3538,102,NA,A2,226 BUEL AVENUE,NA,10305,1,0,1,4500,892,1960,1,A2,0,45779,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3538,112,NA,A2,204 BUEL AVENUE,NA,10305,1,0,1,4500,1082,1960,1,A2,680000,45743,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3538,180,NA,A2,45 HUSSON STREET,NA,10305,1,0,1,3040,1080,1960,1,A2,0,45855,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3539,72,NA,A5,72 ZOE STREET,NA,10305,1,0,1,2323,936,1965,1,A5,0,45667,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3539,93,NA,A5,15 CLETUS STREET,NA,10305,1,0,1,2323,1188,1965,1,A5,0,45708,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3549,132,NA,A2,72 HUSSON STREET,NA,10305,1,0,1,3813,1201,1960,1,A2,805000,45888,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3554,32,NA,A5,1882 RICHMOND ROAD,NA,10306,1,0,1,3486,1408,2002,1,A5,915000,45868,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3556,56,NA,A5,138 STOBE AVENUE,NA,10306,1,0,1,2625,1200,1960,1,A5,632000,45617,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3556,65,NA,A5,154 STOBE AVENUE,NA,10306,1,0,1,2625,1200,1960,1,A5,643000,45652,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3557,6,NA,A2,145 HULL AVENUE,NA,10306,1,0,1,4500,1008,1955,1,A2,0,45741,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3558,18,NA,A5,123 ADAMS AVENUE,NA,10306,1,0,1,3000,1728,2003,1,A5,930000,45840,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3559,27,NA,A9,187 JEFFERSON AVE,NA,10306,1,0,1,2875,1280,1970,1,A9,0,45645,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3559,67,NA,A5,228 STOBE AVENUE,NA,10306,1,0,1,2100,1825,1997,1,A5,0,45618,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3560,68,NA,A1,224 JEFFERSON AVENUE,NA,10306,1,0,1,4783,1596,1960,1,A1,0,45566,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3561,52,NA,A2,216 HULL AVENUE,NA,10306,1,0,1,4000,2264,1970,1,A2,0,45588,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3562,43,NA,S1,1896 RICHMOND ROAD,NA,10306,1,1,2,3500,2080,1979,1,S1,0,45691,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3562,88,NA,A2,80 ADAMS AVENUE,NA,10306,1,0,1,2250,1213,1955,1,A2,10,45642,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3563,73,NA,A2,62 BARTON AVENUE,NA,10306,1,0,1,4000,884,1955,1,A2,1290000,45713,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3565,14,NA,A2,53 HAMDEN AVENUE,NA,10306,1,0,1,4000,1080,1955,1,A2,0,45719,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3565,16,NA,A1,51 HAMDEN AVENUE,NA,10306,1,0,1,6000,792,1915,1,A1,888000,45868,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3565,39,NA,A1,46 HUNTER AVENUE,NA,10306,1,0,1,8000,1800,1955,1,A1,1200000,45751,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3566,1,NA,A2,1031 NORTH RAILROAD AVE,NA,10306,1,0,1,4386,1040,1960,1,A2,660000,45667,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3566,45,NA,A2,66 HAMDEN AVENUE,NA,10306,1,0,1,4000,1060,1925,1,A2,580000,45728,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3573,17,NA,A0,207 HUNTER AVENUE,NA,10306,1,0,1,5240,1440,1945,1,A0,0,45597,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3574,21,NA,A2,197 HAMDEN AVENUE,NA,10306,1,0,1,4000,960,1950,1,A2,625000,45786,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3575,43,NA,A2,206 HAMDEN AVENUE,NA,10306,1,0,1,4000,936,1905,1,A2,0,45587,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3578,23,NA,A1,28 COLFAX AVENUE,NA,10306,1,0,1,3187,1484,1930,1,A1,760000,45749,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3580,7,NA,A1,38 LISBON PLACE,NA,10306,1,0,1,5100,1822,1901,1,A1,0,45674,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3580,13,NA,A0,68 MIDLAND AVENUE,NA,10306,1,0,1,1950,770,1940,1,A0,0,45870,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3580,15,NA,A1,72 MIDLAND AVENUE,NA,10306,1,0,1,5175,1772,1920,1,A1,0,45616,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3583,119,NA,A5,105 MIDLAND AVENUE,NA,10306,1,0,1,2875,1672,1970,1,A5,730000,45712,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3586,52,NA,A5,389 HUSSON STREET,NA,10306,1,0,1,2470,1840,1970,1,A5,0,45741,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3589,31,NA,A2,209 MIDLAND AVENUE,NA,10306,1,0,1,3975,1013,1920,1,A2,0,45656,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3589,52,NA,A2,222 BEDFORD AVENUE,NA,10306,1,0,1,5125,1056,1960,1,A2,800000,45629,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3591,23,NA,A5,42 GRANT PLACE,NA,10306,1,0,1,2000,1440,1930,1,A5,0,45644,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1B,3591,36,NA,V0,12 GRANT PLACE,NA,10306,0,0,0,4200,0,1955,1,A2,0,45826,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3592,33,NA,A1,46 LINCOLN AVENUE,NA,10306,1,0,1,2700,984,1915,1,A1,565000,45702,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3594,13,NA,A1,12 FREMONT AVENUE,NA,10306,1,0,1,4269,1356,1935,1,A1,0,45884,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3595,13,NA,A1,74 FREMONT AVENUE,NA,10306,1,0,1,5000,1688,1930,1,A1,850000,45699,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3603,7,NA,A5,159 FREMONT AVENUE,NA,10306,1,0,1,2000,1260,1989,1,A5,0,45572,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3609,21,NA,A1,191 GREELEY AVENUE,NA,10306,1,0,1,4900,2400,1950,1,A1,893888,45587,2025
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3609,45,NA,A1,212 FREMONT AVE,NA,10306,1,0,1,3800,2288,1950,1,A1,0,45783,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,895,51,NA,B2,1829 RICHMOND ROAD,NA,10306,2,0,2,6590,3160,2006,1,B2,1470000,45597,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3306,29,NA,B3,52 SEAVIEW AVENUE,NA,10304,2,0,2,3700,1752,1920,1,B3,0,45580,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3306,68,NA,B2,21 LIBERTY AVENUE,NA,10304,2,0,2,5490,2480,1970,1,B2,900000,45572,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3321,19,NA,B3,118 SEAVIEW AVENUE,NA,10304,2,0,2,5000,2210,1930,1,B3,900000,45797,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3321,70,NA,B3,96 SEAVIEW AVENUE,NA,10304,2,0,2,4400,1824,1920,1,B3,825000,45567,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3343,13,NA,B3,102 HANCOCK STREET,NA,10305,2,0,2,2600,1624,1920,1,B3,645000,45747,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3343,63,NA,B2,213 LIBERTY AVENUE,NA,10305,2,0,2,3750,1696,1930,1,B2,785000,45596,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3530,22,NA,B3,22 LIBERTY AVENUE,NA,10304,2,0,2,4376,1238,1930,1,B3,860000,45693,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3531,70,NA,B2,68 BUEL AV,NA,10304,2,0,2,6000,1920,1960,1,B2,979000,45700,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3536,20,NA,B1,6 ZOE STREET,NA,10305,2,0,2,5221,1760,1960,1,B1,939998,45583,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3536,24,NA,B2,160 LIBERTY AVE,NA,10305,2,0,2,5400,2080,1955,1,B2,0,45698,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3536,162,NA,B2,135 BUEL AVENUE,NA,10305,2,0,2,4454,2080,1955,1,B2,0,45590,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3540,31,NA,B9,75 ZOE STREET,NA,10305,2,0,2,2204,2160,1976,1,B9,793000,45783,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3553,10,NA,B1,45 HULL AVENUE,NA,10306,2,0,2,4850,2040,1950,1,B1,0,45721,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3557,41,NA,B3,120 JEFFERSON AVENUE,NA,10306,2,0,2,4000,2396,1950,1,B3,1272813,45573,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3558,13,NA,B2,133 ADAMS AVENUE,NA,10306,2,0,2,4000,2150,1955,1,B2,0,45713,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3558,38,NA,B2,116 HULL AVENUE,NA,10306,2,0,2,4289,2544,2024,1,B2,1471371,45839,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3562,41,NA,B9,1904 RICHMOND ROAD,NA,10306,2,0,2,3841,2080,1979,1,B9,0,45691,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3562,42,NA,B9,1900 RICHMOND ROAD,NA,10306,2,0,2,3634,2080,1979,1,B9,0,45688,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3563,61,NA,B3,38 BARTON AVENUE,NA,10306,2,0,2,8000,2992,1955,1,B3,1150000,45729,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3563,67,NA,B3,46 BARTON AVENUE,NA,10306,2,0,2,5000,1924,1955,1,B3,540000,45597,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3573,60,NA,B2,216 ADAMS AVENUE,NA,10306,2,0,2,4880,2970,NA,1,B2,1476463,45691,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3578,31,NA,B2,40 COLFAX AVENUE,NA,10306,2,0,2,4699,2544,1930,1,B2,0,45664,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3578,44,NA,B9,81 LISBON PLACE,NA,10306,2,0,2,3168,1976,1987,1,B9,0,45691,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3581,11,NA,B9,62 LISBON PLACE,NA,10306,2,0,2,4142,2154,1940,1,B9,0,45797,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3587,48,NA,B1,194 MIDLAND AVENUE,NA,10306,2,0,2,3045,1486,1920,1,B1,230000,45699,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3591,100,NA,B9,39 HYLAN PLACE,NA,10306,2,0,2,1975,1536,1930,1,B9,628000,45729,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3592,97,NA,B1,55 FREMONT AVENUE,NA,10306,2,0,2,7133,1500,1925,1,B1,0,45822,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3595,7,NA,B2,66 FREMONT AVENUE,NA,10306,2,0,2,5000,2720,1960,1,B2,0,45796,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3603,51,NA,B3,146 LINCOLN AVENUE,NA,10306,2,0,2,4800,1295,1955,1,B3,721000,45645,2025
5,GRANT CITY,02 TWO FAMILY DWELLINGS,1,3603,53,NA,B3,150 LINCOLN AVENUE,NA,10306,2,0,2,4600,1321,1955,1,B3,0,45589,2025
5,GRANT CITY,03 THREE FAMILY DWELLINGS,1,3603,16,NA,C0,141 FREMONT AVENUE,NA,10306,3,0,3,3900,2030,1935,1,C0,10,45772,2025
5,GRANT CITY,07 RENTALS - WALKUP APARTMENTS,2A,3562,38,NA,C3,1910 RICHMOND ROAD,NA,10306,4,0,4,8900,2240,1930,2,C3,1500000,45835,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,NA,C6,"31 VERA STREET, D",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,155000,45642,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,NA,C6,"55 VERA STREET, 49E",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,290000,45737,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,NA,C6,"65 VERA STREET, 81C",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,270000,45595,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,NA,C6,"75 VERA STREET, 195-C",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,0,45771,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,NA,C6,"75 VERA STREET, 59B",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,246000,45649,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,1,NA,C6,"94 HUSSON STREET, 9A",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,0,45824,2025
5,GRANT CITY,09 COOPS - WALKUP APARTMENTS,2,3546,31,NA,C6,"21 VERA STREET, #C",NA,10305,NA,NA,NA,NA,NA,1969,2,C6,260000,45807,2025
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1007,NA,R4,"175 ZOE STREET, 1G",1G,10305,1,NA,1,NA,NA,1986,2,R4,0,45667,2025
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1069,NA,R4,"175 ZOE STREET, 5I",5I,10305,1,NA,1,NA,NA,1986,2,R4,250000,45692,2025
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1071,NA,R4,"175 ZOE STREET, 5K",5K,10305,1,NA,1,NA,NA,1986,2,R4,0,45663,2025
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3543,1077,NA,R4,"175 ZOE STREET, 5Q",5Q,10305,1,NA,1,NA,NA,1986,2,R4,230000,45840,2025
